,GSM1377859,GSM1377860,GSM1377861,GSM1377862,GSM1377863,GSM1377864,GSM1377865,GSM1377866,GSM1377867,GSM1377868,GSM1377869,GSM1377870,GSM1377871,GSM1377872,GSM1377873,GSM1377874,GSM1377875,GSM1377876,GSM1377877,GSM1377878,GSM1377879,GSM1377880,GSM1377881,GSM1377882,GSM1377883,GSM1377884,GSM1377885,GSM1377886,GSM1377887,GSM1377888,GSM1377889,GSM1377890,GSM1377891,GSM1377892,GSM1377893,GSM1377894,GSM1377895,GSM1377896,GSM1377897,GSM1377898,GSM1377899,GSM1377900,GSM1377901,GSM1377902,GSM1377903,GSM1377904,GSM1377905,GSM1377906,GSM1377907
ENSMUSG00000065649,0.0,20.6733,89.04,39.2832,39.6722,18.8326,80.899,76.1414,0.0,8.63458,117.795,0.0,123.98299999999999,155.363,0.0,167.715,87.001,110.646,0.0,105.84100000000001,127.82799999999999,0.0,0.0,0.0,0.0,429.13300000000004,120.318,5.83056,0.0,0.0,215.519,101.895,67.40899999999999,139.529,149.472,193.38299999999998,0.0,9.71371,18.8922,121.306,0.0,212.232,0.0,0.0,168.03599999999997,0.0,103.71600000000001,0.0,203.687
ENSMUSG00000025066,263.877,273.527,175.085,261.392,288.154,369.83099999999996,42.2272,315.673,427.918,81.6588,84.8753,25.6428,55.5005,72.773,75.6611,86.0617,67.7521,108.63,62.5931,121.584,90.5736,83.9662,105.33,123.861,79.2948,131.064,68.84899999999999,79.6878,125.321,90.8642,106.874,86.1017,87.1959,85.1045,111.235,125.663,111.73100000000001,41.6447,85.2498,81.4466,106.55799999999999,112.917,54.7041,82.7833,46.7138,114.67200000000001,68.0321,85.3841,80.9153
ENSMUSG00000031229,252.611,265.138,182.957,336.195,207.354,333.858,164.563,396.722,424.279,192.93400000000003,260.133,121.73299999999999,175.709,246.537,183.123,102.81200000000001,156.364,145.015,234.967,324.901,86.3492,134.289,71.3799,90.4264,169.56099999999998,66.6813,137.841,213.25900000000001,107.072,187.27,150.57,151.635,135.99200000000002,293.77299999999997,386.37,240.013,287.472,190.05900000000003,192.762,289.112,276.97,263.55400000000003,227.736,208.68400000000003,205.33700000000002,97.3872,99.4219,206.65900000000002,126.697
ENSMUSG00000067847,260.455,324.16200000000003,293.41700000000003,304.425,362.173,291.953,169.93,341.81300000000005,455.63699999999994,208.56099999999998,222.458,169.56900000000002,187.68400000000003,199.59400000000002,188.75099999999998,283.918,277.768,325.85200000000003,275.08099999999996,425.329,458.35900000000004,247.896,346.62699999999995,412.522,351.731,474.281,171.315,217.75900000000001,365.3,164.662,134.389,187.28400000000002,185.63099999999997,160.44799999999998,225.88400000000001,165.581,207.662,182.827,247.46900000000002,212.65400000000002,218.075,266.487,270.449,234.799,220.426,367.8,305.2,285.809,215.392
ENSMUSG00000054387,244.19400000000002,252.01,129.472,238.562,319.616,353.91,199.514,318.731,467.756,213.003,169.52,101.419,140.563,165.41299999999998,167.065,178.601,174.993,170.553,164.55900000000003,277.968,211.85,142.149,196.515,228.87900000000002,194.199,233.87400000000002,130.369,149.59799999999998,248.388,82.8403,84.7245,75.4959,79.4668,104.353,131.471,114.441,118.413,160.127,148.9,121.292,136.595,76.9538,76.0092,44.0478,63.4271,66.9284,73.21600000000001,53.5137,64.8062
ENSMUSG00000067161,13.8911,9.7162,15.1576,13.175999999999998,17.1952,17.2366,2.30118,15.7209,17.8094,6.7771300000000005,6.37038,5.5546,8.17077,8.486419999999999,13.5864,4.73233,5.21821,10.4738,13.8802,13.270999999999999,5.04175,4.99898,9.00255,14.7778,565.109,8.31595,7.31995,7.792110000000001,11.1947,198.222,16.5561,10.5105,13.2671,19.4174,39.7313,32.4066,21.1297,10.3038,13.5844,14.6954,203.639,27.8077,14.4769,20.8076,23.8033,31.4405,22.4413,26.1697,27.0106
ENSMUSG00000055942,199.505,201.329,171.403,225.995,262.983,259.525,74.6559,248.293,305.847,16.7312,36.3187,18.4349,6.577489999999999,1.30417,0.586767,32.4121,12.87,19.4462,29.8018,25.8451,105.85,40.9257,71.6853,65.6887,101.553,1.58333,12.0118,0.47261800000000004,39.311,0.256157,0.0,0.0,17.1444,0.0,0.0,0.0,0.535441,0.0,0.0,0.0,0.0,0.180477,15.4206,0.191438,0.0,0.0,0.15798399999999999,0.0,0.0
ENSMUSG00000015120,240.738,266.629,236.65900000000002,291.538,295.334,227.515,136.514,292.672,309.808,44.1319,32.4267,4.28705,6.55248,34.9206,39.0272,55.4392,4.3845,52.2338,16.0188,13.1795,38.5456,63.907,34.0953,31.9075,66.9832,103.23200000000001,7.486089999999999,52.7005,88.2328,84.4301,61.0949,79.8673,63.6783,67.7819,128.466,91.1406,127.76100000000001,123.01100000000001,49.2585,93.7203,57.9775,71.86399999999999,41.9743,46.2365,54.7916,168.765,166.899,122.765,82.4901
ENSMUSG00000019775,199.585,218.079,160.13299999999998,214.794,259.772,258.767,105.805,250.97299999999998,349.93800000000005,36.1055,11.6742,20.943,8.253169999999999,23.3816,28.7054,39.4422,38.1385,8.74978,24.1979,45.8778,69.4376,53.678999999999995,34.3266,47.3052,41.8653,23.4236,55.7984,54.7716,63.4739,0.919617,0.642004,8.43998,10.6111,21.8113,2.5594900000000003,0.6076550000000001,12.0994,1.1851200000000002,2.03655,5.8407800000000005,22.9637,1.2662200000000001,0.7703899999999999,21.6033,0.485299,0.148653,4.22304,0.0,0.0
ENSMUSG00000030879,106.046,30.5445,112.52600000000001,70.3272,24.1259,48.7025,0.0,76.9824,96.4025,77.5177,186.77,65.7204,162.441,144.217,190.56,80.1607,83.8139,124.124,173.843,148.266,132.362,128.78799999999998,282.335,83.5953,39.7319,188.423,227.607,146.629,364.767,153.372,269.741,228.21099999999998,303.21299999999997,174.84799999999998,319.615,243.148,220.97,274.316,174.363,159.601,244.42,107.37100000000001,129.875,85.6133,162.821,236.16299999999998,285.39799999999997,292.351,197.02599999999998
ENSMUSG00000027076,27.1384,19.033,65.9801,22.3882,26.1828,27.5413,0.37325,7.88665,9.20252,195.87,196.317,139.6,176.951,218.34599999999998,175.102,162.208,54.6043,217.9,171.30700000000002,285.55,213.31599999999997,168.766,224.645,303.377,285.284,325.425,151.25,168.46400000000003,337.619,124.662,110.36399999999999,118.70299999999999,114.529,161.37,152.482,122.678,134.439,247.32,228.296,206.917,232.50099999999998,175.455,238.87599999999998,198.143,159.55100000000002,222.25799999999998,206.22799999999998,155.345,162.157
ENSMUSG00000089067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.975,411.587,0.0,265.775,0.0,159.86700000000002,0.0,0.0,80.0548,0.0,195.963,0.0,274.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000062797,57.0978,71.759,87.1452,57.1711,57.0313,70.9754,2.86732,40.5925,66.3652,108.484,115.193,59.6418,149.701,133.58100000000002,108.74700000000001,70.7637,47.4682,160.935,151.029,119.346,135.112,180.201,238.114,299.41700000000003,329.69300000000004,328.35400000000004,158.608,206.265,451.754,153.321,167.36700000000002,58.3984,135.389,213.967,155.014,181.112,185.016,216.859,248.253,237.845,201.74400000000003,186.459,168.205,202.43599999999998,90.3232,190.338,157.864,156.626,121.60799999999999
ENSMUSG00000030335,68.3735,76.1041,10.0805,48.832,34.4255,50.0481,0.0,61.5589,28.2666,238.917,205.64700000000002,145.504,208.158,209.72099999999998,131.101,78.0499,94.1918,212.847,175.45,248.585,305.315,188.007,256.291,232.54,240.75099999999998,303.105,175.322,219.114,429.996,167.982,166.114,160.656,147.14,153.13,149.817,200.576,133.03,284.252,185.49900000000002,188.02700000000002,256.841,199.199,222.09400000000002,186.03799999999998,177.735,259.751,190.887,254.53400000000002,196.872
ENSMUSG00000011257,315.051,254.145,217.75900000000001,276.94599999999997,272.283,283.449,1.04946,292.916,236.622,40.917,20.3877,39.3122,5.75663,5.72801,70.4002,41.4108,22.4397,23.9229,46.9623,49.168,31.0216,61.0138,29.0238,80.8832,86.6739,120.116,64.3698,89.1217,206.551,119.14200000000001,72.4149,93.0939,111.87200000000001,79.30199999999999,100.977,99.6889,138.756,59.8485,32.7026,80.5843,34.5225,94.6845,35.944,135.252,43.5194,77.1196,41.6803,40.7088,72.4924
ENSMUSG00000071671,0.0,8.6974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.215,152.08,140.07399999999998,140.002,160.985,172.09099999999998,171.875,127.036,157.685,139.41,81.1875,232.926,208.753,247.282,273.069,253.75099999999998,344.75800000000004,149.412,147.947,195.361,5.50962,2.64324,60.3005,39.9547,73.3487,11.1327,58.231,49.2039,109.38799999999999,163.562,148.17,128.759,97.9693,121.632,24.1417,72.2397,151.999,55.0711,77.2637,137.155
ENSMUSG00000096684,0.0,0.0,230.926,82.2144,108.084,0.0,128.278,318.26599999999996,242.797,68.7528,190.24900000000002,109.16,178.137,111.51100000000001,0.0,238.243,190.954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.86399999999999,0.0,0.0,0.0,0.0,0.0,159.164,73.8183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000074060,199.457,215.71400000000003,149.855,200.00099999999998,257.5,292.81,103.64200000000001,242.229,355.139,41.1519,47.5163,19.4805,50.758,18.8924,16.9108,22.5205,13.7464,34.03,51.3802,40.5896,66.5908,65.3717,63.7254,67.6399,94.0206,104.96700000000001,53.7656,61.8183,58.044,0.0,0.377979,18.0045,15.9365,8.03775,3.63076,0.0,21.13,0.320544,0.46737700000000004,40.4355,26.8025,0.0,22.6282,13.9362,0.11494000000000001,31.0153,8.99732,0.122848,0.125047
ENSMUSG00000022427,48.5671,48.3422,97.7138,66.0159,53.1266,57.6598,0.352106,50.6916,44.8018,158.797,127.73899999999999,109.59299999999999,147.659,164.148,185.854,112.48299999999999,49.3001,171.275,163.809,164.229,179.56799999999998,171.954,190.737,237.312,221.76,263.741,134.684,214.18200000000002,343.17,265.394,207.875,234.988,243.484,244.65900000000002,276.627,263.332,233.21,253.003,264.375,288.65,252.926,247.063,294.039,250.83599999999998,218.017,303.764,262.052,245.97299999999998,262.08099999999996
ENSMUSG00000057058,239.347,247.077,254.65200000000002,243.662,228.798,244.828,101.051,202.02900000000002,221.757,29.0989,4.86381,16.5113,20.2952,39.1474,0.42407399999999995,69.9574,41.0114,12.4232,31.0551,101.902,92.4063,2.64836,8.413789999999999,9.77117,21.8561,13.3906,8.711689999999999,21.2298,33.1541,0.0,2.5723599999999998,0.162717,0.0,0.147593,0.752522,11.1568,0.0,0.0,0.0,0.0,0.0,0.0,9.39424,0.0,0.0,0.19503199999999998,0.287957,13.6169,0.0
ENSMUSG00000006641,1.06218,3.42233,0.296063,1.03314,0.670167,3.29616,0.0,1.1199999999999993e-250,0.623498,112.39200000000001,89.8445,118.796,85.7116,100.876,172.196,38.1207,43.2187,79.1219,144.892,32.4355,8.01737,82.0878,22.0871,77.0494,26.0417,33.0605,64.868,158.697,111.243,246.783,172.03599999999997,180.63099999999997,220.296,209.895,243.58900000000003,222.342,228.062,194.63299999999998,178.75099999999998,264.685,249.37900000000002,149.628,130.667,96.2401,182.21,172.25,223.15200000000002,158.535,196.153
ENSMUSG00000066456,22.7278,3.1878900000000003,17.2573,7.16869,5.47145,12.4929,0.0,7.883360000000001,10.4534,118.181,76.6599,17.3509,11.6818,14.9753,50.7439,175.09400000000002,184.125,123.22,87.1273,95.3377,319.762,172.335,342.134,162.976,265.033,119.26299999999999,0.380222,33.7429,36.5931,36.4257,0.822959,7.6399300000000006,2.49072,12.4918,4.49672,4.76459,2.75316,10.3501,123.084,31.794,8.628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000052613,199.24599999999998,191.757,194.93400000000003,233.158,240.683,193.623,1.85834,219.546,332.10400000000004,41.3756,74.3464,26.4649,72.1225,44.785,20.349,60.493,41.4417,67.488,22.1876,49.8467,182.75099999999998,0.0,118.29899999999999,127.36399999999999,121.68799999999999,113.725,32.2334,0.0344478,84.4232,0.0,0.0,0.0,1.43e-06,0.5559,0.0,0.0,0.0,0.0,0.0,1.77485,34.1969,0.0,0.0,0.0,0.0,0.0,0.0,27.509,0.0
ENSMUSG00000019139,11.4726,21.2391,13.6666,12.5599,9.94841,4.9511,0.0,23.0077,0.0,48.4983,32.4274,30.0884,7.27049,48.3751,46.4699,4.07083,4.333559999999999,38.4872,19.9599,1.15619,13.6629,59.7443,0.27707600000000004,23.3286,75.5151,102.376,29.8566,148.584,129.455,231.03400000000002,197.257,182.865,244.076,187.84799999999998,256.63,228.998,186.579,149.56799999999998,174.86700000000002,116.89399999999999,173.033,175.085,138.656,137.724,156.174,194.952,224.89,197.104,185.479
ENSMUSG00000051811,230.702,194.22400000000002,231.733,230.738,273.128,261.10200000000003,73.3336,268.327,281.557,170.01,170.55,100.021,142.41,118.00399999999999,101.23899999999999,162.93200000000002,173.579,226.66299999999998,181.09400000000002,317.605,359.501,181.456,260.803,267.621,222.921,319.518,124.87100000000001,174.03900000000002,256.783,62.7875,90.5335,54.6381,63.972,64.01899999999999,54.8895,82.5197,65.08,135.547,129.05,64.1534,140.72799999999998,88.1015,103.104,120.09299999999999,60.8504,84.6122,67.8124,66.5682,67.3294
ENSMUSG00000059218,209.86900000000003,229.947,155.493,240.73,240.801,250.332,164.824,242.178,321.926,33.3648,46.9347,25.1607,37.2294,37.4425,49.7701,63.3611,50.8406,24.3033,53.7249,81.1292,52.1154,6.254630000000001,52.3995,71.3477,43.3343,67.5251,32.1571,40.9237,56.6815,5.24894,0.382648,11.6927,0.549912,18.8383,3.14051,17.43,0.0,0.0,7.410480000000001,1.5434,0.0,0.0,26.3911,0.0,0.0846927,1.00872,0.0,0.0,0.0
ENSMUSG00000023279,198.55,224.919,137.15200000000002,213.118,250.815,240.771,17.1189,241.80700000000002,346.94300000000004,26.2739,32.7742,12.2518,10.2528,40.6634,48.5176,118.53299999999999,96.3162,59.4005,44.8668,98.2768,117.411,56.0299,87.6592,66.137,80.3768,54.0683,35.3141,28.723000000000003,58.2747,0.0819834,0.0,0.318984,0.8872209999999999,4.29552,6.9097100000000005,12.852,6.73831,0.665457,1.2701,14.1741,9.09047,0.0,2.2415599999999998,0.0,0.0,0.06363250000000001,1.42595,0.810104,0.057085300000000005
ENSMUSG00000002076,205.514,229.851,215.585,211.696,268.152,296.061,127.315,237.139,240.21400000000003,0.0,2.38426,0.670111,0.0,0.0,0.172681,39.8911,1.4011,0.717525,16.0624,58.437,56.1913,27.7428,0.0,18.6523,0.551736,97.1181,31.8784,0.867924,0.883281,14.0294,4.55754,9.250169999999999,17.8005,45.0084,60.5801,2.4332,41.1248,13.9269,0.08628639999999999,47.4821,54.3687,62.8053,37.1446,0.326182,0.528154,37.9417,1.50795,71.6948,38.6516
ENSMUSG00000075015,6.666689999999999,6.26353,4.8908,4.00427,8.106869999999999,1.9094200000000001,289.842,9.4653,5.8543400000000005,124.12799999999999,75.1199,124.64399999999999,73.2244,28.2795,70.0447,235.354,173.447,52.6917,58.3062,415.17900000000003,213.342,142.026,152.181,105.53200000000001,67.7331,82.7359,97.7715,77.1653,87.8294,18.9739,24.46,30.9513,31.0031,224.199,121.71600000000001,133.142,24.1546,39.5968,53.7039,16.9458,35.5493,22.8712,25.888,15.7356,40.0081,27.0343,15.0232,13.7544,5.95892
ENSMUSG00000027997,0.0,0.40573400000000004,6.06731,11.2016,4.962969999999999,1.08565,0.0,0.249169,0.0,11.0278,30.2592,11.5403,48.5083,1.9086,15.2595,12.8642,32.4276,0.14155299999999998,2.73579,29.3487,0.426505,5.77975,40.9407,0.449691,0.0,80.7243,29.4059,41.2954,45.2784,162.99200000000002,132.38,153.336,187.86900000000003,151.054,112.75,159.012,132.281,190.94,160.105,205.768,192.11700000000002,222.34099999999998,177.11900000000003,200.065,170.606,231.80200000000002,180.658,236.959,206.387
ENSMUSG00000007867,222.842,193.675,182.075,196.94799999999998,237.27700000000002,279.78,1.02531,228.295,349.895,54.8262,71.9225,39.9996,48.881,27.8264,26.4742,68.6299,75.6557,46.6479,49.9453,77.7983,183.832,70.1899,141.116,146.21,100.245,157.05100000000002,54.5044,28.5526,91.7993,15.3369,24.5018,3.74726,17.0613,21.7399,1.42429,17.5622,9.98546,0.804619,24.8777,16.1171,36.7492,26.2884,4.90975,0.343698,33.6541,66.0706,41.6105,0.0,0.0
ENSMUSG00000028837,292.749,304.772,216.268,250.929,348.26300000000003,402.24199999999996,2.22119,285.012,466.31800000000004,128.42700000000002,158.537,121.17399999999999,141.239,186.877,176.78900000000002,129.933,80.3182,155.703,159.27200000000002,134.306,168.304,147.715,213.437,267.772,248.49,307.623,119.182,169.125,347.01800000000003,209.903,210.108,213.957,221.196,211.265,239.99599999999998,215.93200000000002,202.03,314.325,285.786,274.788,291.47900000000004,253.165,317.279,253.10299999999998,230.606,319.159,237.128,295.095,249.15900000000002
ENSMUSG00000028843,282.139,262.714,265.30400000000003,249.05,298.76099999999997,252.31099999999998,3.7653800000000004,300.138,371.995,33.4142,53.6315,45.6738,95.7944,50.0757,92.0368,37.8021,87.0587,76.4723,44.4528,141.181,203.132,101.96,171.88,116.459,128.988,85.3217,92.5259,90.2537,264.86,68.2172,75.9955,134.582,101.961,96.7988,119.15899999999999,96.4246,80.6927,120.781,149.19799999999998,118.75,159.947,148.189,146.72799999999998,140.191,100.89399999999999,209.395,156.52200000000002,237.93,251.09799999999998
ENSMUSG00000020514,50.924,58.4783,93.2772,48.4596,43.466,48.7919,0.722763,33.1802,35.1386,105.495,110.053,70.1189,128.27100000000002,122.20100000000001,114.37,58.1432,69.1009,128.296,142.05700000000002,104.6,201.273,167.753,58.5451,203.53099999999998,125.415,283.562,64.3185,105.4,233.31099999999998,222.093,203.544,175.995,205.94299999999998,208.83900000000003,250.481,161.611,188.69099999999997,154.96,252.01,246.49200000000002,187.639,236.52200000000002,310.211,270.004,217.25599999999997,264.899,263.573,313.411,250.055
ENSMUSG00000034708,66.7081,30.5574,31.4519,39.779,33.2408,41.178000000000004,0.0,54.7296,39.5971,1.9996599999999998,1.34705,18.7807,26.7704,24.9104,1.6593,22.0705,14.7812,0.282612,4.90969,7.49901,0.0,0.18396500000000002,11.8156,0.0,0.739273,1.094,1.15497,72.3338,3.8317699999999997,188.081,111.18,219.722,157.686,137.241,201.799,166.55700000000002,112.26899999999999,166.64700000000002,91.7775,216.915,114.33200000000001,193.077,146.656,140.41899999999998,238.44400000000002,188.15900000000002,252.204,202.42,248.169
ENSMUSG00000058600,15.4475,24.3764,40.9646,20.1098,19.8253,14.2262,49.4277,9.4469,6.4573599999999995,117.89200000000001,99.7928,59.8977,135.96200000000002,160.334,133.593,83.2676,86.7109,150.096,107.089,135.341,141.828,127.62299999999999,142.418,198.90400000000002,154.815,156.061,78.1703,135.648,227.024,242.69400000000002,166.778,218.824,193.855,215.532,216.86,208.541,161.576,231.803,231.94,233.209,254.16400000000002,271.869,283.336,268.871,202.36700000000002,258.193,237.843,278.35200000000003,264.498
ENSMUSG00000028557,0.0,1.8594700000000002,14.7076,0.0,0.0,0.0,0.944147,3.0154900000000002,0.0,158.336,165.873,139.858,171.59799999999998,177.98,166.518,149.126,149.888,139.859,139.211,247.797,151.013,178.03400000000002,219.574,285.758,260.895,295.539,149.686,180.56400000000002,364.48800000000006,130.09,115.78299999999999,103.279,114.787,126.15799999999999,150.237,200.338,104.48100000000001,191.52599999999998,181.34900000000002,229.489,209.547,68.9476,87.5014,103.88600000000001,99.6948,145.071,129.72,120.573,123.37899999999999
ENSMUSG00000054814,212.333,181.88,210.47,234.271,185.734,217.9,187.382,227.053,331.899,26.2018,19.0293,32.1386,17.2243,6.27228,15.1589,34.9268,43.6217,9.69345,21.0465,58.3679,39.9472,1.1567100000000001,27.7268,37.966,16.9598,74.531,8.69027,28.4933,14.3132,0.061918799999999996,2.4170700000000003,0.0,6.24491,7.8313,0.0,4.15046,1.51031,26.0552,3.5325699999999998,1.35871,0.8685120000000001,0.0,0.0509553,0.0434247,0.514817,0.0,0.0,0.183928,0.0
ENSMUSG00000021418,0.0,2.84743,5.300269999999999,3.79671,1.9159599999999999,3.46984,0.19559100000000001,0.998826,0.519679,179.518,163.822,109.65100000000001,176.44299999999998,98.2596,138.976,54.9343,39.3305,100.10600000000001,68.4993,74.6561,156.053,131.703,209.453,274.488,161.95600000000002,377.36,103.8,190.74599999999998,294.909,52.6294,148.08700000000002,55.2639,72.1646,81.7899,115.01299999999999,90.8411,148.281,140.284,92.3545,176.99599999999998,124.617,135.393,178.8,212.407,115.31,238.7,160.114,188.293,160.666
ENSMUSG00000034211,155.191,130.62,124.98700000000001,118.72,94.6772,104.995,1.68662,92.5801,133.814,172.555,103.709,77.0678,180.533,178.025,172.24599999999998,106.345,81.4865,204.03900000000002,203.667,98.8876,60.8412,181.452,218.745,321.29400000000004,227.06599999999997,395.735,114.205,207.229,244.421,190.24400000000003,248.445,196.09400000000002,247.438,215.41,235.486,200.68900000000002,240.81900000000002,153.306,217.843,316.36400000000003,188.683,276.275,324.856,288.923,216.375,348.486,296.242,331.98900000000003,256.062
ENSMUSG00000063065,215.546,214.612,207.06400000000002,204.612,226.007,298.51099999999997,2.9821400000000002,173.192,272.49,73.7653,67.1794,60.7239,40.4362,27.4418,40.9561,33.3945,91.98299999999999,95.7874,117.931,81.9527,193.483,96.7974,115.759,11.5915,0.116445,79.7267,63.9366,15.3914,5.14288,0.0,0.20587399999999997,0.0,2.75094,0.0,0.0,0.0,0.0,6.0793099999999995,3.3097,25.219,3.61349,0.0,0.0,0.0,0.0,2.45759,3.9704699999999997,43.232,2.63731
ENSMUSG00000051154,233.051,240.447,215.678,261.28,287.503,256.03700000000003,89.0989,278.448,241.96599999999998,36.8066,34.8298,0.825622,18.7701,28.0202,22.0257,45.4556,12.7074,70.4608,13.4751,96.1618,99.0584,27.9546,68.9615,73.2106,52.9452,117.49,35.5267,46.8211,85.4628,0.0,26.3774,15.0127,43.4317,9.74393,33.677,6.19651,55.1168,1.06505,55.4006,70.1314,63.9002,73.9763,21.4706,0.0,0.256902,123.292,71.3474,35.0125,12.6484
ENSMUSG00000026249,213.543,216.363,107.286,196.653,262.58299999999997,253.49900000000002,0.926831,252.595,307.566,12.3275,26.4733,9.84145,0.205267,11.0687,1.7166599999999999,3.4611300000000003,14.8065,1.92649,1.80155,20.2673,2.60167,51.8102,18.3413,0.19405899999999998,67.5011,32.4236,29.4101,29.2269,0.536791,23.8823,26.2145,13.4599,17.4332,10.2151,25.9231,11.6204,15.9613,0.0,0.372253,0.0,12.0075,0.294417,19.7821,5.26074,7.01397,2.42765,0.784546,0.0,2.87885
